customer,Age,Education,Employ,Address,Income,Leverage,Creddebt,OthDebt,MonthlyLoad,Default,OthDebtRatio
361146,46,SupCom,14,10.0,57.0,4.7,0.25,2.43,0.13,0,0.04263157894736842
361166,46,SupCom,22,10.0,160.0,15.5,9.92,14.88,0.25,1,0.093
361198,52,Med,22,17.0,87.0,11.3,0.71,9.12,0.24,0,0.10482758620689654
361201,35,SupInc,3,7.0,54.0,11.0,1.16,4.78,0.31,0,0.08851851851851852
361255,23,SupInc,1,2.0,63.0,16.8,3.14,7.44,0.43,1,0.1180952380952381
361267,33,Bas,7,5.0,33.0,6.9,0.68,1.6,0.28,1,0.048484848484848485
361299,18,Med,0,0.0,28.0,8.1,0.84,1.42,0.37,1,0.05071428571428571
361305,31,Med,11,8.0,37.0,5.7,0.82,1.28,0.21,0,0.034594594594594595
361346,30,SupInc,4,3.0,62.0,14.8,1.53,7.64,0.39,1,0.1232258064516129
361396,23,SupInc,2,2.0,32.0,3.0,0.28,0.68,0.12,0,0.02125
361437,42,Med,1,5.0,50.0,9.6,2.6,2.2,0.29,0,0.044000000000000004
361440,21,Med,0,1.0,21.0,6.3,0.83,0.49,0.36,1,0.023333333333333334
361454,35,Med,15,8.0,55.0,10.2,3.37,2.24,0.29,0,0.04072727272727273
361487,26,Med,5,1.0,47.0,6.2,1.83,1.09,0.19,0,0.02319148936170213
361630,22,SupInc,0,2.0,32.0,3.7,0.31,0.87,0.15,1,0.0271875
361699,19,Med,0,0.0,21.0,5.6,0.14,1.04,0.32,0,0.049523809523809526
361704,28,Med,3,2.0,22.0,11.5,0.87,1.66,0.64,0,0.07545454545454545
361727,22,SupInc,0,1.0,45.0,13.6,1.87,4.25,0.44,0,0.09444444444444444
361728,30,Med,4,4.0,45.0,10.0,2.13,2.37,0.32,0,0.05266666666666667
361759,24,SupCom,0,1.0,53.0,16.1,5.09,3.44,0.46,1,0.0649056603773585
361823,20,SupInc,0,0.0,33.0,9.4,0.55,2.55,0.38,1,0.07727272727272727
361845,38,Med,18,7.0,53.0,5.2,1.2,1.55,0.15,0,0.029245283018867925
361850,20,SupInc,0,0.0,22.0,5.1,0.36,0.76,0.28,1,0.034545454545454546
361875,28,Posg,0,4.0,57.0,12.4,4.52,2.54,0.34,1,0.044561403508771934
361900,23,SupInc,0,2.0,25.0,4.2,0.16,0.89,0.21,0,0.0356
361907,21,SupInc,0,1.0,22.0,8.5,0.08,1.79,0.47,0,0.08136363636363636
362006,23,SupCom,0,1.0,28.0,3.1,0.34,0.53,0.14,0,0.01892857142857143
362180,19,Med,0,0.0,22.0,8.2,0.5,1.3,0.45,0,0.05909090909090909
362320,26,Med,3,4.0,33.0,2.7,0.53,0.36,0.11,0,0.010909090909090908
362379,19,Med,0,0.0,23.0,18.4,0.98,3.25,0.98,1,0.14130434782608695
362479,24,Med,5,2.0,37.0,5.7,0.48,1.63,0.21,0,0.04405405405405405
362480,19,Med,0,0.0,33.0,7.5,0.36,2.11,0.3,0,0.06393939393939393
362493,34,SupCom,9,9.0,34.0,32.1,2.39,8.52,1.27,1,0.2505882352941176
362513,26,SupCom,1,1.0,31.0,12.3,1.15,2.67,0.52,1,0.08612903225806451
362711,63,Bas,17,26.0,103.0,12.3,3.47,9.2,0.24,0,0.08932038834951456
362745,31,SupInc,7,4.0,30.0,1.9,0.17,0.4,0.08,0,0.013333333333333334
362747,22,SupCom,0,1.0,28.0,8.1,0.61,1.66,0.37,1,0.05928571428571428
362797,34,Med,6,4.0,41.0,7.5,1.09,1.98,0.26,1,0.04829268292682927
362909,45,Med,24,10.0,86.0,9.7,1.74,6.6,0.21,0,0.07674418604651162
362911,22,SupInc,0,1.0,31.0,10.1,0.7,2.44,0.43,1,0.07870967741935483
363011,21,SupInc,0,1.0,44.0,6.3,1.29,1.48,0.21,0,0.03363636363636364
363019,65,Bas,21,23.0,42.0,1.6,0.29,0.38,0.05,0,0.009047619047619047
363142,24,SupInc,0,2.0,17.0,9.2,0.31,1.25,0.63,0,0.07352941176470588
363175,25,SupCom,1,2.0,35.0,1.4,0.06,0.43,0.05,1,0.012285714285714285
363198,32,SupCom,3,6.0,56.0,13.2,1.53,5.86,0.37,1,0.10464285714285715
363246,21,SupInc,0,0.0,36.0,14.1,1.6,3.48,0.53,1,0.09666666666666666
363280,23,SupCom,0,2.0,34.0,17.0,2.16,3.62,0.67,1,0.10647058823529412
363302,40,SupInc,17,6.0,120.0,10.2,4.32,7.92,0.19,0,0.066
363329,44,Med,2,17.0,50.0,2.8,0.52,0.88,0.08,0,0.0176
363388,39,SupCom,4,6.0,75.0,5.6,2.62,1.58,0.13,0,0.021066666666666668
363447,26,SupInc,3,4.0,18.0,12.9,0.4,1.92,0.85,1,0.10666666666666666
363476,25,Med,1,3.0,20.0,2.5,0.17,0.33,0.15,0,0.0165
363504,28,Med,8,4.0,40.0,9.8,1.36,2.56,0.34,1,0.064
363544,43,SupCom,13,12.0,127.0,3.0,0.42,3.39,0.05,0,0.026692913385826772
363681,28,Med,6,2.0,112.0,3.4,0.38,3.43,0.06,0,0.030625000000000003
363785,40,Bas,16,7.0,33.0,23.3,2.02,5.67,0.94,1,0.17181818181818181
363807,31,Bas,0,6.0,26.0,3.2,0.34,0.49,0.16,0,0.018846153846153846
363822,29,SupInc,0,5.0,37.0,6.7,0.7,1.77,0.25,0,0.047837837837837835
363832,54,Bas,13,18.0,105.0,13.6,1.63,12.65,0.27,0,0.12047619047619047
363882,42,SupCom,9,9.0,49.0,7.3,1.15,2.43,0.22,1,0.04959183673469388
363946,39,Med,14,7.0,94.0,30.2,10.5,17.88,0.62,1,0.1902127659574468
363975,36,SupInc,10,7.0,101.0,13.1,7.24,5.99,0.26,1,0.05930693069306931
364013,55,Posg,21,14.0,91.0,6.6,2.01,3.99,0.14,0,0.04384615384615385
364037,21,Med,0,1.0,15.0,4.1,0.25,0.37,0.31,0,0.024666666666666667
364057,49,SupInc,3,7.0,28.0,6.9,0.85,1.09,0.32,0,0.03892857142857143
364071,50,SupCom,27,12.0,181.0,2.3,1.79,2.37,0.04,0,0.013093922651933702
364125,22,SupCom,0,1.0,55.0,27.4,6.22,8.85,0.77,1,0.1609090909090909
364211,33,Med,3,6.0,33.0,5.1,0.9,0.79,0.21,0,0.02393939393939394
364304,39,SupCom,9,12.0,78.0,4.1,0.35,2.85,0.09,0,0.03653846153846154
364366,26,SupInc,3,3.0,66.0,4.0,0.19,2.45,0.1,0,0.037121212121212124
364418,23,Bas,5,1.0,48.0,18.0,1.05,7.59,0.56,1,0.158125
364428,19,Med,0,0.0,31.0,10.6,0.99,2.29,0.45,1,0.07387096774193548
364476,32,Med,7,3.0,33.0,24.6,4.14,3.98,0.99,1,0.1206060606060606
364499,19,Med,0,0.0,19.0,5.4,0.37,0.65,0.34,1,0.034210526315789476
365041,33,Bas,9,4.0,22.0,14.6,0.73,2.48,0.81,0,0.11272727272727273
365043,55,Posg,11,16.0,88.0,12.9,5.11,6.24,0.28,0,0.07090909090909091
365079,21,Med,1,1.0,30.0,3.1,0.31,0.62,0.13,0,0.020666666666666667
365110,47,Med,10,10.0,39.0,6.7,0.22,2.39,0.24,0,0.06128205128205128
365120,24,Med,2,0.0,32.0,11.0,0.83,2.69,0.45,0,0.0840625
365178,25,Med,5,2.0,36.0,2.7,0.53,0.44,0.1,0,0.012222222222222223
365216,34,SupCom,9,7.0,58.0,28.4,4.97,11.5,0.77,1,0.19827586206896552
365236,67,Med,7,25.0,58.0,11.4,1.59,5.03,0.31,0,0.08672413793103449
365265,51,Med,22,11.0,65.0,18.1,4.91,6.86,0.46,0,0.10553846153846154
365285,45,Med,26,12.0,100.0,7.5,1.7,5.81,0.15,0,0.0581
365288,24,SupInc,0,2.0,67.0,8.9,2.38,3.58,0.22,1,0.05343283582089552
365291,46,Med,23,14.0,99.0,3.2,1.81,1.36,0.06,0,0.013737373737373739
365383,53,SupCom,3,15.0,50.0,15.7,4.25,3.6,0.47,0,0.07200000000000001
365437,28,SupCom,1,4.0,175.0,19.4,7.03,26.92,0.3,1,0.15382857142857143
365442,21,SupInc,0,0.0,20.0,4.0,0.48,0.32,0.24,0,0.016
365473,28,SupCom,2,3.0,47.0,12.1,0.43,5.25,0.38,1,0.11170212765957446
365477,51,SupInc,10,17.0,144.0,4.9,0.92,6.14,0.08,0,0.042638888888888886
365484,27,SupCom,1,4.0,38.0,8.2,0.62,2.5,0.3,0,0.06578947368421052
365507,18,Bas,1,0.0,15.0,8.4,0.74,0.52,0.64,1,0.034666666666666665
365536,62,Bas,32,19.0,86.0,6.3,3.97,1.45,0.14,0,0.016860465116279068
365579,30,Med,3,1.0,35.0,16.1,0.81,4.82,0.62,1,0.13771428571428573
365587,19,Med,0,0.0,21.0,8.1,0.69,1.01,0.47,0,0.048095238095238094
365613,76,SupInc,12,27.0,53.0,6.2,1.28,2.01,0.18,0,0.037924528301886785
365668,22,SupCom,0,1.0,19.0,7.4,0.78,0.63,0.46,1,0.03315789473684211
365683,26,Bas,10,4.0,43.0,5.2,0.89,1.35,0.17,0,0.031395348837209305
365719,18,Med,0,0.0,30.0,8.9,0.23,2.44,0.39,1,0.08133333333333333
365731,30,SupInc,3,2.0,23.0,6.5,0.28,1.22,0.35,1,0.05304347826086957
365743,36,Med,5,9.0,50.0,0.8,0.12,0.28,0.02,0,0.005600000000000001
365773,30,Med,5,6.0,36.0,4.7,0.77,0.92,0.18,0,0.025555555555555557
365817,42,Med,17,7.0,66.0,8.7,1.73,4.01,0.22,0,0.06075757575757575
365823,18,Med,0,0.0,30.0,3.8,0.57,0.57,0.16,0,0.019
365839,28,SupCom,3,3.0,47.0,17.7,2.79,5.53,0.55,1,0.11765957446808512
365866,48,Med,22,16.0,196.0,10.5,7.41,13.17,0.16,1,0.06719387755102041
365869,42,Bas,1,10.0,32.0,7.2,0.69,1.62,0.3,1,0.050625
365873,33,SupCom,7,6.0,63.0,16.7,2.81,7.71,0.43,0,0.12238095238095238
365895,26,SupCom,1,3.0,35.0,7.0,1.21,1.24,0.27,0,0.03542857142857143
365943,24,SupCom,0,2.0,25.0,5.7,0.64,0.79,0.29,1,0.0316
365968,39,SupCom,4,6.0,84.0,3.4,0.41,2.45,0.07,0,0.029166666666666667
365987,19,Med,1,0.0,20.0,25.9,1.94,3.24,1.55,1,0.162
366021,18,Med,0,0.0,27.0,6.1,0.92,0.73,0.29,0,0.027037037037037037
366054,23,SupCom,0,1.0,47.0,12.3,2.1,3.68,0.38,1,0.07829787234042554
366058,23,Bas,5,1.0,26.0,5.3,0.14,1.24,0.26,1,0.047692307692307694
366075,30,SupInc,1,4.0,26.0,8.0,1.18,0.9,0.39,0,0.03461538461538462
366079,59,Bas,3,14.0,44.0,16.6,5.47,1.83,0.54,1,0.041590909090909095
366080,37,Bas,0,8.0,36.0,16.1,1.99,3.81,0.61,1,0.10583333333333333
366109,35,Bas,16,6.0,93.0,4.7,2.86,1.51,0.1,0,0.016236559139784945
366221,23,Med,2,0.0,17.0,21.3,0.3,3.32,1.47,1,0.1952941176470588
366287,52,SupCom,2,18.0,48.0,5.4,1.4,1.19,0.17,0,0.024791666666666667
366299,19,Med,0,0.0,26.0,14.3,0.52,3.2,0.69,1,0.12307692307692308
366365,70,Med,33,17.0,150.0,13.3,5.17,14.78,0.22,0,0.09853333333333333
366382,30,SupCom,5,6.0,109.0,7.8,1.39,7.11,0.15,0,0.06522935779816515
366410,40,Bas,17,5.0,72.0,7.3,0.95,4.31,0.17,0,0.05986111111111111
366458,23,SupInc,2,2.0,39.0,16.6,1.64,4.83,0.59,0,0.12384615384615384
366486,26,Bas,5,3.0,24.0,7.9,0.33,1.56,0.41,0,0.065
366563,33,SupInc,12,9.0,48.0,3.7,0.93,0.84,0.11,0,0.017499999999999998
366568,55,Med,4,19.0,59.0,22.0,6.83,6.15,0.59,1,0.10423728813559323
366585,46,Bas,5,9.0,40.0,4.5,0.98,0.82,0.16,0,0.020499999999999997
366610,32,Med,12,9.0,27.0,1.8,0.16,0.32,0.08,0,0.011851851851851851
366622,18,Med,0,0.0,35.0,12.3,0.87,3.44,0.47,0,0.09828571428571428
366635,18,Med,0,0.0,27.0,9.4,0.43,2.1,0.44,1,0.07777777777777778
366655,23,SupCom,0,2.0,33.0,2.9,0.23,0.72,0.12,0,0.021818181818181816
366658,41,Med,21,9.0,56.0,4.8,1.15,1.54,0.13,0,0.0275
366663,22,SupCom,0,1.0,21.0,11.8,0.67,1.81,0.68,0,0.08619047619047619
366664,33,Med,15,6.0,71.0,14.6,2.79,7.58,0.35,0,0.1067605633802817
366673,24,SupCom,0,1.0,128.0,8.9,3.55,7.84,0.16,1,0.06125
366716,23,SupInc,1,2.0,28.0,0.6,0.06,0.11,0.03,0,0.003928571428571429
366741,37,SupCom,3,8.0,41.0,14.4,2.03,3.87,0.5,0,0.09439024390243902
366753,43,Bas,4,9.0,26.0,12.9,1.53,1.82,0.63,0,0.07
366756,31,SupInc,2,5.0,45.0,13.1,1.64,4.25,0.42,1,0.09444444444444444
366761,20,SupInc,0,1.0,28.0,8.6,0.2,2.21,0.39,0,0.07892857142857143
366765,24,Med,5,1.0,26.0,13.1,1.09,2.32,0.64,0,0.08923076923076922
366778,28,SupInc,4,3.0,23.0,4.9,0.55,0.58,0.26,1,0.025217391304347823
366795,53,SupCom,1,16.0,46.0,11.3,2.66,2.54,0.36,1,0.05521739130434783
366813,26,SupCom,1,2.0,63.0,11.9,0.94,6.55,0.31,1,0.10396825396825396
366819,21,Med,1,1.0,24.0,4.2,0.06,0.95,0.22,0,0.03958333333333333
366841,22,SupInc,1,1.0,29.0,15.8,2.94,1.64,0.7,1,0.05655172413793103
366853,44,SupCom,4,14.0,65.0,5.8,1.53,2.24,0.15,0,0.03446153846153847
366897,29,Med,6,5.0,27.0,6.3,0.13,1.57,0.3,0,0.05814814814814815
366953,28,SupInc,3,3.0,31.0,12.9,2.36,1.64,0.55,1,0.05290322580645161
366960,41,Med,4,11.0,56.0,7.3,2.56,1.53,0.2,0,0.027321428571428573
367033,64,Bas,36,15.0,145.0,6.6,3.27,6.3,0.11,0,0.043448275862068966
367052,44,SupCom,4,5.0,15.0,16.6,0.08,2.41,1.27,0,0.16066666666666668
367081,21,Med,1,1.0,23.0,9.5,0.14,2.05,0.51,0,0.0891304347826087
367082,50,Med,21,10.0,88.0,1.4,0.21,1.02,0.03,0,0.011590909090909091
367207,18,Med,0,0.0,20.0,19.0,1.33,2.47,1.14,1,0.12350000000000001
367213,29,Posg,0,4.0,40.0,12.5,2.03,2.98,0.44,1,0.0745
367238,38,Med,1,9.0,28.0,0.8,0.13,0.1,0.04,1,0.0035714285714285718
367250,30,SupCom,1,5.0,65.0,13.4,4.55,4.16,0.34,1,0.064
367263,27,Med,8,4.0,29.0,6.5,0.85,1.04,0.29,0,0.03586206896551724
367322,28,Bas,8,4.0,45.0,6.0,0.72,1.98,0.19,0,0.044
367368,27,Med,9,3.0,31.0,6.3,0.27,1.69,0.27,0,0.05451612903225806
367383,67,Bas,40,24.0,88.0,6.3,1.42,4.12,0.13,0,0.04681818181818182
367435,36,SupCom,12,9.0,35.0,8.1,1.05,1.78,0.31,0,0.05085714285714286
367468,30,SupCom,3,4.0,38.0,11.9,0.8,3.73,0.43,0,0.09815789473684211
367471,29,SupInc,7,6.0,57.0,4.3,1.04,1.41,0.12,0,0.024736842105263158
367492,18,Med,0,0.0,20.0,16.7,0.46,2.88,1.0,1,0.144
367497,46,Bas,20,14.0,48.0,2.7,0.94,0.36,0.08,0,0.0075
367502,38,Bas,6,10.0,24.0,16.8,0.56,3.48,0.87,1,0.145
367569,23,SupInc,0,2.0,32.0,7.9,1.22,1.3,0.33,0,0.040625
367610,41,Posg,6,5.0,190.0,1.9,0.86,2.75,0.03,0,0.014473684210526316
370015,59,SupInc,7,20.0,92.0,7.5,3.06,3.84,0.16,0,0.041739130434782605
370057,64,Med,42,22.0,267.0,13.2,16.95,18.29,0.18,0,0.06850187265917602
370068,32,SupCom,7,6.0,71.0,19.5,4.13,9.72,0.47,1,0.13690140845070423
370095,32,SupInc,4,4.0,37.0,3.1,0.32,0.83,0.11,0,0.022432432432432432
370103,22,SupCom,0,1.0,28.0,19.8,0.44,5.1,0.91,1,0.18214285714285713
370112,21,Med,3,1.0,15.0,11.8,0.42,1.35,0.9,1,0.09000000000000001
370157,66,Med,18,24.0,70.0,2.8,1.0,0.96,0.07,0,0.013714285714285714
370165,18,Med,0,0.0,22.0,4.4,0.15,0.82,0.24,1,0.03727272727272727
370182,40,Med,16,11.0,53.0,1.2,0.42,0.21,0.03,0,0.003962264150943396
370209,21,SupInc,0,0.0,27.0,2.3,0.22,0.4,0.11,0,0.014814814814814815
370216,35,SupInc,2,7.0,27.0,0.8,0.1,0.11,0.04,0,0.004074074074074074
370237,18,Med,0,0.0,19.0,14.9,0.14,2.7,0.93,1,0.14210526315789473
370290,27,SupInc,3,2.0,38.0,9.7,0.44,3.24,0.35,1,0.08526315789473685
370297,54,SupInc,15,11.0,93.0,13.7,7.99,4.75,0.28,1,0.051075268817204304
370384,58,Med,2,20.0,31.0,3.3,0.5,0.52,0.14,0,0.016774193548387096
370404,43,SupInc,3,12.0,38.0,6.0,0.62,1.66,0.22,0,0.04368421052631579
370440,42,SupCom,6,14.0,49.0,14.7,2.85,4.36,0.45,0,0.0889795918367347
370446,26,SupCom,0,3.0,26.0,3.3,0.41,0.45,0.16,0,0.01730769230769231
370500,31,SupCom,8,6.0,47.0,24.6,5.98,5.58,0.77,1,0.11872340425531915
370619,18,Med,0,0.0,22.0,10.2,0.52,1.72,0.57,1,0.07818181818181819
370648,33,SupCom,4,4.0,136.0,10.1,5.56,8.17,0.18,1,0.060073529411764706
370650,46,SupInc,0,7.0,34.0,3.9,0.08,1.24,0.15,0,0.036470588235294116
370667,35,SupCom,6,9.0,81.0,6.8,2.84,2.67,0.15,0,0.032962962962962965
370672,68,SupInc,38,25.0,154.0,6.2,3.02,6.53,0.1,0,0.04240259740259741
370695,24,SupCom,0,2.0,45.0,6.7,0.82,2.19,0.22,0,0.048666666666666664
370721,46,SupCom,1,10.0,58.0,7.6,0.33,4.08,0.21,0,0.0703448275862069
370722,38,SupInc,12,9.0,86.0,2.4,0.87,1.19,0.05,0,0.01383720930232558
370730,43,Med,13,10.0,62.0,21.9,7.9,5.68,0.57,1,0.09161290322580645
370733,20,SupInc,0,0.0,27.0,1.0,0.11,0.16,0.05,1,0.005925925925925926
370775,23,SupCom,0,1.0,24.0,26.9,0.4,6.06,1.39,1,0.2525
370788,45,Bas,8,12.0,41.0,14.8,0.26,5.81,0.51,0,0.14170731707317072
370813,37,Bas,7,2.0,29.0,4.3,0.17,1.08,0.19,0,0.03724137931034483
370841,51,SupInc,29,14.0,285.0,16.6,14.81,32.5,0.22,0,0.11403508771929824
370856,18,Med,0,0.0,31.0,9.1,0.49,2.33,0.38,1,0.07516129032258065
370878,33,SupCom,2,6.0,66.0,3.1,0.83,1.21,0.08,0,0.018333333333333333
370896,37,SupCom,8,7.0,62.0,23.9,5.81,9.01,0.62,1,0.1453225806451613
370900,59,SupInc,22,22.0,84.0,16.0,1.85,11.59,0.35,0,0.13797619047619047
370913,57,Med,36,18.0,172.0,9.2,3.45,12.37,0.15,0,0.07191860465116279
370923,19,Med,0,0.0,39.0,4.4,0.73,0.99,0.16,0,0.025384615384615384
370970,44,Med,15,17.0,59.0,18.3,5.85,4.95,0.49,1,0.08389830508474577
371071,32,Med,0,4.0,35.0,18.1,1.14,5.19,0.7,1,0.1482857142857143
371139,38,SupInc,6,11.0,37.0,19.1,2.37,4.69,0.71,1,0.12675675675675677
371228,19,Med,0,0.0,17.0,12.4,0.34,1.77,0.85,1,0.10411764705882354
371240,21,SupInc,0,1.0,35.0,22.7,2.13,5.82,0.88,1,0.1662857142857143
371311,28,Bas,7,3.0,43.0,23.4,0.27,9.79,0.78,1,0.22767441860465115
371316,19,Med,0,0.0,30.0,24.3,0.53,6.76,1.05,1,0.22533333333333333
371328,48,Bas,0,12.0,28.0,2.6,0.12,0.61,0.12,0,0.021785714285714287
371340,46,Bas,15,13.0,95.0,15.4,6.69,7.94,0.32,0,0.08357894736842106
371388,30,Med,6,5.0,32.0,1.5,0.19,0.29,0.06,0,0.0090625
371395,52,Bas,30,13.0,125.0,15.7,8.32,11.3,0.28,0,0.09040000000000001
371420,33,Med,3,3.0,36.0,18.0,2.18,4.3,0.68,0,0.11944444444444444
371423,36,SupCom,10,7.0,51.0,13.2,3.45,3.28,0.39,0,0.06431372549019608
371426,71,Med,13,10.0,59.0,24.4,2.66,11.73,0.66,0,0.1988135593220339
371473,40,SupCom,12,10.0,87.0,5.8,0.54,4.5,0.12,0,0.05172413793103448
371580,32,SupCom,5,5.0,87.0,10.4,0.46,8.59,0.22,0,0.09873563218390805
371656,32,Med,12,7.0,75.0,7.1,1.55,3.78,0.17,0,0.0504
371660,25,SupInc,1,3.0,16.0,4.5,0.39,0.33,0.33,0,0.020625
371716,36,SupCom,8,6.0,100.0,19.9,11.56,8.34,0.4,1,0.0834
371741,22,Med,0,1.0,18.0,3.5,0.33,0.3,0.23,0,0.016666666666666666
371761,35,Med,9,9.0,43.0,14.9,2.52,3.89,0.5,0,0.09046511627906977
371783,26,SupInc,4,1.0,23.0,8.2,0.35,1.54,0.44,0,0.06695652173913044
371803,51,Bas,23,10.0,47.0,2.2,0.34,0.69,0.07,0,0.014680851063829787
371809,20,SupInc,0,1.0,31.0,18.3,1.95,3.72,0.77,1,0.12000000000000001
371811,39,Med,7,10.0,56.0,10.9,4.07,2.03,0.3,1,0.03625
371824,33,Med,6,8.0,41.0,2.1,0.02,0.84,0.07,0,0.02048780487804878
371907,25,Med,6,0.0,18.0,16.3,1.86,1.07,1.07,1,0.059444444444444446
371910,43,SupInc,8,9.0,49.0,6.0,0.87,2.07,0.18,0,0.04224489795918367
371939,33,Posg,0,5.0,46.0,15.7,0.75,6.47,0.5,0,0.14065217391304347
371987,36,SupCom,8,8.0,58.0,17.2,1.28,8.7,0.47,0,0.15
371988,33,SupCom,5,7.0,35.0,5.2,0.58,1.24,0.2,0,0.03542857142857143
372012,25,Med,5,2.0,18.0,12.6,0.11,2.15,0.83,1,0.11944444444444444
372041,40,SupInc,5,9.0,34.0,23.3,1.53,6.39,0.92,0,0.18794117647058822
372048,41,Med,14,9.0,76.0,18.0,9.18,4.5,0.42,1,0.05921052631578947
372086,28,Bas,4,4.0,20.0,13.6,0.53,2.19,0.82,0,0.1095
372090,19,Med,0,0.0,20.0,1.2,0.03,0.21,0.07,0,0.010499999999999999
372091,25,Med,7,3.0,27.0,7.6,0.23,1.82,0.36,0,0.06740740740740742
372120,46,Bas,6,5.0,37.0,31.6,2.34,9.35,1.17,1,0.2527027027027027
372126,43,SupInc,13,7.0,71.0,4.2,1.41,1.57,0.1,0,0.02211267605633803
372138,57,Bas,25,22.0,61.0,1.6,0.18,0.8,0.04,0,0.013114754098360656
372174,70,Bas,6,22.0,22.0,19.9,0.5,3.88,1.1,0,0.17636363636363636
372193,32,Med,7,2.0,40.0,6.2,0.51,1.97,0.22,0,0.04925
372218,18,Med,0,0.0,22.0,3.4,0.37,0.38,0.19,1,0.017272727272727273
372221,23,SupInc,1,1.0,42.0,1.3,0.17,0.38,0.04,0,0.009047619047619047
372227,36,Med,4,9.0,57.0,4.2,0.69,1.7,0.12,1,0.02982456140350877
372245,20,SupInc,0,0.0,27.0,5.1,0.53,0.85,0.24,0,0.03148148148148148
372258,29,Posg,2,3.0,25.0,12.0,1.13,1.87,0.6,1,0.0748
372266,22,Med,0,1.0,30.0,11.5,1.69,1.76,0.5,1,0.058666666666666666
372285,41,SupCom,6,7.0,87.0,3.7,1.02,2.2,0.08,0,0.025287356321839084
372317,26,Med,4,3.0,22.0,6.7,0.03,1.44,0.37,0,0.06545454545454545
372406,40,Bas,3,11.0,21.0,5.3,0.09,1.02,0.31,0,0.04857142857142857
372407,46,SupInc,12,12.0,111.0,5.8,1.09,5.34,0.11,0,0.04810810810810811
372420,42,SupInc,19,2.0,24.0,15.1,2.0,1.62,0.78,0,0.0675
372447,20,SupInc,0,0.0,21.0,15.1,1.26,1.91,0.87,1,0.09095238095238095
372450,22,SupCom,0,1.0,51.0,8.7,1.07,3.37,0.26,1,0.06607843137254903
372485,20,SupInc,0,0.0,13.0,1.1,0.05,0.0,0.1,0,0.0
372496,24,SupCom,1,2.0,36.0,13.0,1.0,3.68,0.49,1,0.10222222222222223
372514,72,Med,48,30.0,233.0,28.8,18.25,48.85,0.41,0,0.20965665236051503
372545,51,Med,9,19.0,82.0,14.6,1.5,10.48,0.32,0,0.1278048780487805
372571,33,SupInc,3,9.0,26.0,12.8,0.92,2.41,0.62,0,0.0926923076923077
375011,48,Posg,2,6.0,52.0,13.1,1.52,5.29,0.38,0,0.10173076923076924
375014,40,Bas,2,6.0,30.0,3.0,0.05,0.85,0.13,0,0.028333333333333332
375038,26,Bas,2,2.0,23.0,2.5,0.03,0.54,0.13,0,0.02347826086956522
375102,30,Bas,0,6.0,25.0,5.7,0.48,0.94,0.28,0,0.037599999999999995
375106,39,Med,0,4.0,36.0,7.5,0.87,1.83,0.28,1,0.050833333333333335
375141,44,SupInc,6,12.0,39.0,8.9,1.82,1.65,0.32,1,0.0423076923076923
375217,40,SupInc,15,12.0,129.0,11.9,4.82,10.53,0.21,0,0.08162790697674419
375267,60,Med,2,18.0,29.0,3.3,0.54,0.42,0.15,0,0.014482758620689654
375293,47,Med,8,13.0,49.0,18.4,1.58,7.44,0.56,0,0.15183673469387757
375313,41,SupCom,15,12.0,127.0,18.2,18.12,4.99,0.33,0,0.039291338582677166
375331,22,Bas,4,0.0,27.0,4.1,0.33,0.77,0.19,0,0.02851851851851852
375333,42,Bas,8,10.0,65.0,14.6,2.7,6.79,0.37,0,0.10446153846153847
375404,42,Med,20,16.0,117.0,23.3,12.73,14.53,0.43,1,0.12418803418803419
375460,19,Med,0,0.0,28.0,2.8,0.24,0.54,0.13,1,0.019285714285714288
375511,59,SupInc,11,21.0,55.0,10.0,1.4,4.1,0.28,0,0.07454545454545454
375532,23,Med,2,2.0,25.0,10.6,0.5,2.15,0.53,1,0.086
375716,64,Med,24,18.0,83.0,8.4,0.17,6.8,0.19,0,0.0819277108433735
375727,25,SupCom,0,3.0,42.0,14.3,0.76,5.24,0.48,1,0.12476190476190477
375732,31,Med,10,5.0,41.0,17.9,0.36,6.98,0.62,0,0.1702439024390244
375758,32,Med,1,6.0,129.0,19.9,11.91,13.76,0.35,1,0.10666666666666666
375861,19,Med,0,0.0,35.0,9.3,0.94,2.32,0.36,0,0.06628571428571428
375890,42,SupCom,12,5.0,15.0,14.4,0.66,1.5,1.1,0,0.1
375893,19,Bas,0,0.0,20.0,11.7,1.17,1.17,0.7,1,0.058499999999999996
375902,38,Med,18,5.0,55.0,16.1,2.34,6.52,0.45,0,0.11854545454545454
376001,28,Bas,7,5.0,32.0,9.2,0.95,2.0,0.38,0,0.0625
376006,24,Med,1,2.0,19.0,16.3,0.19,2.91,1.02,1,0.1531578947368421
376023,38,SupInc,9,9.0,66.0,5.5,0.57,3.06,0.14,1,0.046363636363636364
376027,54,Bas,22,16.0,49.0,5.2,0.76,1.79,0.16,0,0.03653061224489796
376070,20,SupInc,0,0.0,29.0,11.7,1.25,2.14,0.52,1,0.07379310344827586
376129,51,SupInc,10,18.0,57.0,19.5,3.58,7.54,0.54,0,0.13228070175438597
376169,30,Med,0,5.0,26.0,3.6,0.48,0.46,0.17,1,0.017692307692307695
376185,26,Med,2,2.0,36.0,9.4,0.77,2.61,0.36,0,0.0725
376190,25,Bas,0,1.0,19.0,8.0,0.85,0.67,0.5,0,0.035263157894736843
